구매id,리뷰날짜,구매옵션,리뷰내용,리뷰점수,수량
kore********,2023-04-12T14:37:57.554+00:00,상품선택: 1회분,먹어보니 맛있는데ㅠㅠ 애기가 안먹어요...,4,1
pek0***,2023-04-28T07:39:08.539+00:00,상품선택: 1회분,아이가.잘먹어주면 너무 좋겠는데 먹질않네요ㅠ,3,1
bbiy*******,2023-04-28T06:08:02.366+00:00,상품선택: 정기배송(4주),맛나게먹일게요 애기가너무조아하겠넹ㅅ,5,1
co****,2023-03-22T05:59:21.023+00:00,상품선택: 1회분,"제가 먹어봐도 맛나네요
보기에도 엄청 맛나보여요.반찬 사주는게 덜 미안해져요.집밥같은 느낌 너무 좋네여",5,1
bell*****,2023-05-10T13:45:46.241+00:00,상품선택: 정기배송(4주)(화요일발송),계속 정기배송 중이에요~~ ㅎ,5,1
uh****,2023-05-06T00:20:38.586+00:00,상품선택: 정기배송(4주)(화요일발송),친절하고 음식도 좋아요,5,1
11ys***,2023-05-11T02:54:21.470+00:00,상품선택: 정기배송(4주)(화요일발송),아기가 잘먹어요~!,5,1
gydn*****,2023-05-03T06:30:24.719+00:00,상품선택: 1회분,늘 잘 먹고있어요 감사합니당,5,1
love******,2023-04-07T09:44:24.184+00:00,상품선택: 1회분,아이가 잘 먹어요 5일치 먹이기에 적당한 것 같아요,4,1
84****,2023-05-03T09:06:03.477+00:00,상품선택: 1회분,"잘먹어서
또 주문하러왔어요~",5,1
sjdn****,2023-04-13T00:57:45.929+00:00,상품선택: 정기배송(4주),조카가 잘먹어서 좋아요,5,1
sjdn****,2023-04-13T00:56:32.023+00:00,상품선택: 1회분,아기가 잘먹어서 좋아요,5,2
sohy******,2023-05-07T12:01:34.525+00:00,상품선택: 정기배송(4주)(금요일발송),항상 잘 먹어요!!,5,1
cy35***,2023-04-13T11:27:53.848+00:00,상품선택: 1회분,포장.배송꼼꼼하게잘되었고 아기가 잘먹네요^^,5,1
2z****,2023-04-20T23:29:17.128+00:00,상품선택: 1회분,"일주일에 한번씩 국,반찬등이 골고루
오니 든든했네요~ 또 이용해보려구요~",5,1
k850***,2023-04-15T13:26:34.967+00:00,상품선택: 정기배송(4주),맛이 괜찮아용 ㅎㅎ,5,1
encl*****,2023-04-19T04:40:56.636+00:00,상품선택: 1회분,포장도 꼼꼼히 해주시고 아이스젤도 넉넉히 주셔서 신선하게 잘 도착했습니다 첫주문인데 아가가 잘 먹었으면 좋겠네요,5,1
1205****,2023-04-13T06:40:25.896+00:00,상품선택: 1회분,우리 아이가 잘 먹길 바라요!!,5,1
fort*******,2023-04-28T00:52:03.275+00:00,상품선택: 1회분,아이가 잘먹고 너무 좋아하네요,5,1
baek*****,2023-04-30T12:15:52.418+00:00,상품선택: 1회분,빠른 배송 감사합니다.,5,3
dbrk*******,2023-04-11T10:09:05.785+00:00,상품선택: 1회분,또구매의사있어요. 어떤얼집선생님이라는분 리뷰가 싱겁다고 ..진짜싱거운편이예요..,4,1
love******,2023-03-27T06:38:46.169+00:00,상품선택: 1회분,자주 애용해요 맛있고 자극적이지 않아서 좋아요,5,1
balj*******,2023-03-27T02:55:28.330+00:00,상품선택: 1회분,"설명서 까지 보내주셔서 넘 좋네요~!!
저희 동네는 택배가 일찍와서 아침에 덮밥소스에 밥 먹였어요^^애들이 좋아 할 만한 간에 건더기도 듬뿍 들어 있고 맛도 좋아요^^맛있게 잘 먹이겠습니다♡♡",5,1
gibb*****,2023-04-26T12:01:52.857+00:00,상품선택: 1회분,빠른배송감사헙니다. 딱 필요한순간 도챧!,5,1
llsa*****,2023-03-25T23:15:28.095+00:00,상품선택: 1회분,아기가 잘먹어요 다양항 메뉴와 잘게 다 잘라주셔서 넘 편해요,5,1
choi******,2023-03-15T03:24:02.031+00:00,상품선택: 정기배송(4주),다양한 반찬이고 맛있어서 넘 좋아요 다만 편식하는 애기라서 안먹을때도 있지만 항상 만족해요 ㅎㅎ,5,1
85kd*****,2023-04-14T05:16:37.540+00:00,상품선택: 정기배송(4주),"15개월 아기가 너무 잘먹어요 원래 잘먹는 아이예요
양이 조금 부족하긴 하네요 ㅎ",5,1
lllo****,2023-03-14T01:36:21.685+00:00,상품선택: 정기배송(4주),"사장님 아이가 너무 잘 먹어요!!!!!!
다른 지역업체에서 주문해먹는데 밥을 잘 안먹어서 인터넷으로 주문해봤더니...
스스로 숟가락 들고 퍼먹어요ㅠㅠ최고에요👍🏻",5,1
sooh******,2023-04-10T10:15:59.414+00:00,상품선택: 1회분,"잘받았습니다 사장님~~
근데 유자텐더 같은 경우는 소스따로
텐더따로 받아보는건 힘들겠지요?
넘눅눅해지니 애기가 싫어해요ㅜㅜ",4,1
gusw*****,2023-04-27T00:48:24.371+00:00,상품선택: 정기배송(4주),맛있고 잘먹어용 ㅎㅎ,5,1
sohy******,2023-04-14T05:50:01.468+00:00,상품선택: 정기배송(4주),항상 잘 먹이고 있습니다. 남으면 엄마 아빠가 먹어요 😁,5,1
drum***,2023-03-28T10:55:45.459+00:00,상품선택: 1회분,너무너무 좋아하네요. 저도 좋아요,5,1
rooi*****,2023-04-22T06:39:42.372+00:00,상품선택: 1회분,"아이가잘멍거요
재구매의사잇어요",5,1
infi****,2023-04-25T02:29:59.144+00:00,상품선택: 정기배송(4주),맛있어요 항상 시켜먹어요,5,1
bell*****,2023-04-11T01:35:33.354+00:00,상품선택: 정기배송(4주),주기적으로 신청중이에요~ 아가가 안먹는 반찬도 있지만 전체적으로 만족합니다~^^,5,1
love******,2023-03-27T06:39:24.917+00:00,상품선택: 1회분,맛있게 먹고있어요 자주 애용해요,5,1
whxo*******,2023-04-19T14:06:14.538+00:00,상품선택: 1회분,좋아요 다양하고 가격대도 좋은것같네요 ㅎ,5,1
tmff******,2023-03-07T11:17:51.891+00:00,상품선택: 1회분,"맛은 진짜 제가먹어두 맛이써용

근데 울 아들이 입맛이 넘 예민한가바여..ㅜㅜ 잘 안묵어주네여..그래도 더 시켜볼게요^^ 적응시키려구요~~ 반찬도많고 신선해보였어요!!",4,1
jien***,2023-03-23T02:57:19.352+00:00,상품선택: 정기배송(4주),"오자마자 소분해서 냉장/냉동보관~
반찬 걱정 없어서 너무너무 좋네요
13개월아기 완밥했어요👍🏻",5,1
zllx****,2023-03-17T00:53:03.186+00:00,상품선택: 1회분,아기가 먹기엔 조금 사이즈가 컸어요 그래서 설명이런건 너무 꼼꼼하게 잘 해주셨어요,4,1
hy****,2023-04-19T02:16:37.916+00:00,상품선택: 정기배송(4주),여기서만 시켜요 잘먹을게요,5,1
baek*****,2023-04-22T10:16:12.035+00:00,상품선택: 1회분,빠른 배송 감사합니다.,5,1
rlaa****,2023-03-19T03:38:24.262+00:00,상품선택: 정기배송(4주),재주문해서 잘 먹이고 있어요^^ 24갤 여아 밥 잘 안먹는데 반찬들 입에 잘 맞는지 곧잘먹네요 한달 재주문했어요♡,5,1
rnjs****,2023-04-14T07:10:03.144+00:00,상품선택: 1회분,반찬을 뭘 해줘야 할지 몰라서 고민하다 주문 했는데 엄청 잘 먹어요😀,5,1
sjdn****,2023-04-03T11:51:21.687+00:00,상품선택: 1회분,잘먹길 바랍니다😀,5,1
co****,2023-04-20T03:47:42.617+00:00,상품선택: 정기배송(4주),집밥같아서 좋아요.,5,1
lein*****,2023-03-19T20:05:48.082+00:00,상품선택: 정기배송(4주),좋아요좋아요아기가잘먹어서정기배송해요,5,1
eunh******,2023-03-23T05:05:01.510+00:00,상품선택: 1회분,"정기로 바꿀까봐요 너무 구성이 좋네요 
일하고 잇어서 사진을 못찍엇네요 ㅠ
다음에 찍어서 오릴께요~
반찬 맛도 너무 다 맛잇고 ㅎ
애도 잘먹네용 ㅎ",5,1
musi*********,2023-03-27T10:13:04.517+00:00,상품선택: 정기배송(4주),완밥했어요!! 강츠 ㅎㅎ,5,1
alcl***,2023-04-11T15:58:37.005+00:00,상품선택: 정기배송(4주),항상시키고있어요! 아이가좋아해요,5,1
bk55***,2023-04-13T14:19:48.876+00:00,상품선택: 1회분,어른인 제가 먹어도 자극없이 맛있어요,5,1
qhfk*****,2023-04-17T02:33:43.983+00:00,상품선택: 1회분,반찬구성이 좋아요@,5,1
gusw*****,2023-04-13T00:53:56.675+00:00,상품선택: 1회분,간도 딱이구 아기가 너무 잘먹어요 ㅎㅎ,5,1
sohy******,2023-03-06T12:40:27.119+00:00,상품선택: 정기배송(4주),4주정도 한번씩 시키다가 맘에 들어서 정기배송으로 시키기로 했어요! 아기가 잘 먹어줘서 넘 좋아요.,5,1
sooh******,2023-03-21T01:48:45.689+00:00,상품선택: 1회분,"너무너무 다양하고 좋은데...
간이..어린이집 다니고 있는
28개월 아이한텐 약해요ㅜㅜ
제가 어린이집 선생님인데도 간이 너무약해요ㅜ
저희 아이 아직 사탕.초콜렛 이런거 안먹고
생우유.플레인요거트.쌀과자만 먹이는데도
한입먹고 다 퉤퉤 하면서 안먹을라하니
간을 다시해볼까해요ㅜ",4,1
cat9*****,2023-04-06T00:11:17.509+00:00,상품선택: 1회분,포장도 꼼꼼하고 아기도 잘 먹어서 늘 만족하며 구매하고 있습니다:),5,1
baek*****,2023-04-15T10:03:05.669+00:00,상품선택: 1회분,빠른 배송 감사합니다.,5,1
kipa***,2023-02-27T00:49:13.909+00:00,상품선택: 1회분,"안전한 배송 깔끔한 포장 ~처음 주문 했어요^^
무염 하는 아기 입맛에 맛있게 느껴질것 같아요~
짜지도 않고 ㅋㅋ저염으로 먹는 어른입맛에도 좋을듯 햅니다^^",5,1
hye_*****,2023-03-04T04:56:35.098+00:00,상품선택: 정기배송(4주),"꾸준히 이용하고 있어요!
직접 반찬하면 다양하게 줄 수가 없고
버리는 식자재가 더 많은데
다양한 메뉴를 줄 수 있고
믿을수 있는 식재료를 쓴다고 하니
믿고 주문합니다! 아이가 편식이 심해
모든 반찬을 골고루 다 먹는다고 볼순 없지만
안먹는 반찬은 볶음밥이나 밥전으로 활용 하니까
버리는 반찬 없이 활용합니다! ㅎㅎ 
주변 엄마한테도 추천했습니다 ㅎㅎ
여기 반찬 없으면 큰일나요 계속 운영해주세요!!!",5,1
junh*****,2023-04-14T07:26:17.630+00:00,상품선택: 정기배송(4주),반찬 애들이 좋아해요ㅎ,5,1
yuki******,2023-03-20T03:35:50.214+00:00,상품선택: 정기배송(4주),다양한 반찬을 줄 수 있어서 좋아요,5,1
mont*******,2023-04-10T01:35:42.376+00:00,상품선택: 1회분,너우좋아요 아이가 잘먹어요,5,2
mont*******,2023-04-10T01:35:34.772+00:00,상품선택: 정기배송(4주),너우좋아요 아이가 잘먹어요,5,1
11ys***,2023-04-12T23:02:22.531+00:00,상품선택: 정기배송(4주),항상 잘 먹이고 있어요~!,5,1
joy7****,2023-04-13T00:57:17.085+00:00,상품선택: 1회분,오이 단무지 빼고는 잘 먹어요~~,5,1
cat9*****,2023-03-19T08:40:23.389+00:00,상품선택: 정기배송(4주),아기가너무 잘먹고 무엇보다 직장맘으로써 너무 편리합니다. 간이 조금 있긴하지만 다양한 재료로 정성스레 준비해주셔서 감사합니다:),5,1
dcaa***,2023-04-15T06:47:44.810+00:00,상품선택: 1회분,아기가 잘먹네요!!,5,1
bboy***,2023-04-10T10:47:49.286+00:00,상품선택: 정기배송(4주),배송빠르고 아기가 잘먹어요,5,1
love******,2023-03-13T01:06:00.577+00:00,상품선택: 1회분,늦게 구매했는데도 빠르게 배송해쥬셔서 좋아요,5,1
chlt*****,2023-03-07T12:20:33.872+00:00,상품선택: 정기배송(4주),몇번째.재구매인지 모르겠습니다! 항상 잘 이용합니다,5,1
leeu****,2023-03-09T04:26:13.359+00:00,상품선택: 정기배송(4주),다양하고 음식양도 많아요 특히 국이 맛있어요,5,1
kd****,2023-03-06T23:24:50.604+00:00,상품선택: 1회분,한달에한번씩은 꼭 사요~ 어제배송받아서 한그릇뚝딱했습니다!! 좋은음식감사해요~!,5,1
sony********,2023-03-13T02:11:36.309+00:00,상품선택: 정기배송(4주),처음시켜보는데 배송빠르고 좋아용,5,1
em****,2023-04-03T16:59:46.193+00:00,상품선택: 1회분,항상 만족하며 먹이고 있어요,5,1
ssun*****,2023-02-13T07:05:36.265+00:00,상품선택: 정기배송(4주),"받자마자 국 데워서 딸에게 먹여봤는데 
맛있다네요ㅎ 국도 식혀서 소분하고 반찬들도 소분해서 넣어놨어요 반찬은 80미리 용기에 꽉 채워서 3개씩 나오네요ㅎ 앞으로도 잘 부탁드려요",5,1
kwon***,2023-04-03T04:47:53.126+00:00,상품선택: 정기배송(4주),항상 잘 먹고 있습니다,5,1
aler*****,2023-04-05T03:56:40.552+00:00,상품선택: 1회분,다양하고 맛있어요~~~,5,1
hy93****,2023-03-30T00:29:11.858+00:00,상품선택: 1회분,맛있어요  자주 사먹어요,5,1
k850***,2023-02-23T05:41:28.960+00:00,상품선택: 1회분,"시판으로 여러곳 시켜서 먹여봣는데 다른곳보다 엄청 꼼꼼하게 배송이 왔어요^^
특히 반찬&amp;국에 하나하나 유통기한 기재까지~~
이제는 아이만 잘 먹어주면 좋겠네요
아이만 잘 먹어주면 ㅂㅏ로 단골입니다~~",5,1
bu****,2023-02-21T08:16:42.338+00:00,상품선택: 1회분,"늘 믿고 구매해요.
다양한 재료, 다양한 조리
항상 감동해요.
아이에게 여러가지 반찬, 국 먹일 수 있어
너무 든든해요",5,1
em****,2023-04-03T17:00:14.380+00:00,상품선택: 1회분,항상 만족합니다!!!,5,1
she1***,2023-02-08T09:23:52.787+00:00,상품선택: 1회분,첨시켜봅니다. 생각보다 아이들이 잘먹어서 좋네요. 다만 미리튀겨진탕수육고기는 넘딱딱하고 소스가 부족한느낌이라 좀 아쉬웠어요,5,1
soom*******,2023-03-06T07:01:58.630+00:00,상품선택: 정기배송(4주),필요할때마다 항상 시켜먹는 곳이에요^^,5,1
gydn*****,2023-03-27T02:56:41.970+00:00,상품선택: 1회분,늘잘먹고있어요 감사합니당,5,1
only*****,2023-03-08T04:09:09.567+00:00,상품선택: 정기배송(4주),"짜지않고 좋았는데  삼치가 순살인줄 알아서 크게 잘라줬는데 
아기가 먹다 가시가 나와가지구 조금 당황했어여.. 
생선 메뉴는 가시 있을수있다구 표시 해주심 좋을꺼같아요",4,1
woru***,2023-02-07T11:09:23.381+00:00,상품선택: 1회분,"주문이 밀린건지 
1주일 이후에 받았어요 
그래도, 서비스로 반찬 한팩 더 주셔서 좋았어욘 
문제는 우리 아가입맛이쥬 ㅠㅠ 
너무 맛있는데 
굴국 국물만 먹고 반찬 모두 뱉뱉 ㅠㅠ 
지난번두 나가사키 짬뽕국물만 호로록 하더니 
엄마 맴찢입당",4,1
jd****,2023-03-23T00:33:11.104+00:00,상품선택: 정기배송(4주),"매일매일 맛있습니다
만족합니다",5,1
wnst******,2023-02-27T10:04:18.747+00:00,상품선택: 정기배송(4주),덕분에 반찬 골고루 먹일수 있어서 참 감사합니다,5,1
mina*****,2023-03-01T06:07:31.153+00:00,상품선택: 1회분,"회사일이 너무 바빠 아이 반찬을 시켜먹기로 했어요
생각보다 너무 좋아요 아이도 잘 먹구요
재료도 좋고 저염이라 더 만족합니다!!",5,1
kthp***,2023-03-19T12:01:18.674+00:00,상품선택: 1회분,항상 맛있게 잘 먹고있어요,5,1
rd****,2023-03-18T15:52:58.905+00:00,,몇일간 반찬고민 안해도되서 너무 좋았어요😂,5,1
tnqh*****,2023-03-22T01:07:15.750+00:00,상품선택: 정기배송(4주),너무 맛있고 아기가 잘 먹어요❤️,5,1
secr********,2023-03-05T04:18:17.890+00:00,,향이 정말정말 좋아요,5,1
kkok****,2023-03-21T02:55:37.867+00:00,상품선택: 1회분,좋아요. 잘먹을께요.,5,1
kwon***,2023-01-19T10:30:43.848+00:00,,"요리에 취미도 특기도 없어서 시중에서 파는 아이 반찬을 살 때마다 마음이 편치 않았는데요 
너를 위한 반찬은 맛도 좋고 건강에 도움이 되는 고급진 집반찬 같아서 좋습니다 
아이 반찬을 구매하면서 유일하게 죄책감을 느끼지 않는 곳이에요 아이도 잘 먹어요
맛있고 건강한 반찬 만들어주셔서 감사합니다",5,1
mina*****,2023-03-13T11:54:29.126+00:00,상품선택: 정기배송(4주),"몇번 시켜보고 정기배송 시켰어요
남는 반찬은 어른이 먹어요
맛있어요!!",5,1
by****,2023-01-24T01:54:14.509+00:00,,워낙 밥을 잘 안먹는 아기라 고민하다가 주문했는데 잘 먹이고 있어요! 모든 반찬을 잘먹는건 아니지만 하나씩이라도 잘 먹으면 좋네요~ 퇴근하고 하원시키고 반찬해주는게 쉽지 않았는데 데워주기만 하면 잘 먹으니까 정말 좋아요ㅠㅠ 앞으로도 꾸준히 주문할 예정이에요 감사합니다!,5,1
hy93****,2023-03-20T23:01:52.989+00:00,상품선택: 1회분,아기가 잘먹어요  좋아요,5,1
myci*******,2023-02-06T11:08:31.978+00:00,상품선택: 정기배송(4주),"다양하게 먹이고 싶어 주문했어요
굴국 기대안하고 남편 주려했는데
애기가 젤 좋아하네요
뱉뱉아기인데 굴을 먹었어요
다음주가 기다려집니다",5,1
bboy***,2023-03-16T06:06:12.053+00:00,상품선택: 정기배송(4주),아기가 잘먹어서 좋아요,5,1
yuki******,2023-01-30T05:42:03.509+00:00,상품선택: 1회분,"일주일 반찬이 세트로 구성되어 오니 넘 든든하네요! 섭취 방법과 기한까지 적혀있어서 편리합니다^^

편식이 심한 24갤 아이여서 잘 먹을지는 모르겠는데ㅜㅜ 일단 어묵볶음을 줘봤더니 어묵은 물론 버섯까지 넘 잘 먹네요! 어묵도 버섯도 늘 뱉던 아이라 다른 반찬도 잘 먹길 기대해 봅니다 :)",5,1
cjin***,2023-02-26T09:04:25.937+00:00,상품선택: 정기배송(4주),한달 정기배송 주문했어요,4,1
lein*****,2023-03-06T22:07:11.753+00:00,상품선택: 1회분,아기가 잘먹네요 국이하나라아쉽네여,5,1
bell*****,2023-03-13T05:46:40.920+00:00,상품선택: 정기배송(4주),아가가 잘먹어서  계속정기배송 시키고 있어요~,5,1
alcl***,2023-03-16T01:01:56.958+00:00,상품선택: 정기배송(4주),항상시켜먹고 있어요,5,1
whit********,2023-02-15T01:04:24.894+00:00,상품선택: 1회분,"여러가지 식재료로 집반찬처럼 만들어보내주셔서 좋았어요~ 그런데 국이 하얀부찌가 왔는데...ㅠ 햄 안먹이고 있어서 아쉬웠네요
국이나 반찬이 선택이면 훨씬더 좋을것 같아요",4,1
